gtin,categoryParent,colorLabel,modelLabel,productLabelLong,sizeLabel,productCode
195612419248,760-DRESS SHIRTS,100,PT026545,WHITE SOLID PERFORMANCE DRESS SHIRT - WHITE - PT026545,16.5x345,195612419248
713610534321,910-WOVENS,498,CUWSE010,TRI-COLOR GEO EMBROIDERY GUAYABERA - BALTIC - CUWSE010,S,713610534321
795570658255,741-DENIM,462,4ISB532D,SLIM VINTAGE INDIGO ECO DENIM - VINTAGE INDIGO - 4ISB532D,38x30,795570658255
190697819501,760-DRESS SHIRTS,1,PT003547,BLACK SOLID PERFORMANCE DRESS SHIRT - BLACK - PT003547,17.0x367,190697819501
795570789768,820-SUIT SEPARATES,649,4IFB7701,SLIM LOUIS SUIT PNT - PORT - 4IFB7701,32x30,795570789768
94833173055,730-POLOS,330,4DSK7707,SS EOE 3BT PLO - RESEDA - 4DSK7707,XXL,94833173055
795570932768,820-SUIT SEPARATES,295,4IFJ4432,SLIM SOLID KNIT SUIT JACKET  - LIGHT TAUPE - 4IFJ4432,M40x1RG,795570932768
795570674798,820-SUIT SEPARATES,91,4HSB7710,SLM ST W/R TECH SUIT PNT  - SMOKED PEARL - 4HSB7710,36x32,795570674798
713610533911,910-WOVENS,975,CUWSE007,Y/D MULTI COLOR PANEL - BLUEGLOW - CUWSE007,L,713610533911
795570640120,710-LS WOVENS,468,4ISW7008,LS CTTN ST SMLL FLORAL PRINT - INK - 4ISW7008,M,795570640120
713610510981,930-KNITS,549,CDSK0166,SS WICKING POLY SOLID OTTOMAN POLO - SUNLIT ALLIUM - CDSK0166,XXL,713610510981
795570036541,730-POLOS,468,4FSK7147,SS EOE SLD 3BT PLO - INK - 4FSK7147,S,795570036541
611318721466,750-DRESS BOTTOMS,468,4DSB7714,VSLM MST PLY SLD EWB - INK - 4DSB7714,36x29,611318721466
795570670837,760-DRESS SHIRTS,976,4ISW3000,LS DRESS LUX CTTN POPLIN EDV REG - COUNTRY AIR - 4ISW3000,17.5x323,795570670837
795570670981,760-DRESS SHIRTS,538,4ISW3001,LS DRESS LUX CTTN POPLIN EDV SLIM - PASTEL LILAC - 4ISW3001,16.0x323,795570670981
85142431219,942-SHORTS,408,CUBSC002,L/V PULL ON CARGO DSTRING SHORT - DRESS BLUES - CUBSC002,XXL,85142431219
795570987461,820-SUIT SEPARATES,401,4IRJ4402,SLIM FASHION PLAID SUIT JKT - NAVY - 4IRJ4402,M40x2SH,795570987461
94833169188,820-SUIT SEPARATES,32,4IFJ7701,SLIM LOUIS SUIT JKT - FELT GREY - 4IFJ7701,XXX48x2SH,94833169188
795570509564,710-LS WOVENS,262,4HFW7066,LS SLM BND GING UNTUCK TS - BISTRE - 4HFW7066,S,795570509564
795570512960,820-SUIT SEPARATES,10,4HFJ7702,SLIM TUX JACKET - BLACK - 4HFJ7702,XL44x1RG,795570512960
713610232913,960-SWIM,408,CUSSD059,"""T/E  GEO 7"""" SWIM SHORT - DRESS BLUES - CUSSD059""",XL,713610232913
190697436203,760-DRESS SHIRTS,164,PE003010,SLIM SOLID TLX ITOCHU - WHITE - PE003010,17.5x367,190697436203
795570929898,710-LS WOVENS,10,4IFW7056,L/S SLIM TS SOLID UNTUCKED NO PKT - BLACK - 4IFW7056,S,795570929898
795570648706,710-LS WOVENS,976,4ISW7021,LS SFT SHRTNG LYOCELL ROAD MAP UNTK - COUNTRY AIR - 4ISW7021,S,795570648706
611318641719,750-DRESS BOTTOMS,468,4DSB7714,VSLM MST PLY SLD EWB - INK - 4DSB7714,34x30,611318641719
795570948509,732-T-SHIRTS,403,4GFG7234,SS TCH CRW - TITAN - 4GFG7234,S,795570948509
94833167795,710-LS WOVENS,938,4JSW4001,LS SLM BND CLLR SLD TS - CEDAR WOOD - 4JSW4001,XXL,94833167795
94833169874,820-SUIT SEPARATES,85,4JSJ7701,SLIM PEAK LPL LOUIS SUIT JKT - SHADOW - 4JSJ7701,XX46x2SH,94833169874
795570934113,710-LS WOVENS,126,4IFW7044,LS SOLID POLY TWILL - BRIGHT WHITE - 4IFW7044,M,795570934113
795570665376,820-SUIT SEPARATES,73,4ISJ7710,REG TECH SUIT JKT - ALLOY - 4ISJ7710,M40x2SH,795570665376
795570624519,740-CASUAL BOTTOMS,43,4FSB9362,SLM CHINO - AQUA GRAY - 4FSB9362,32x34,795570624519
795570549386,710-LS WOVENS,649,4FFW4T02,LS SLM TS BND CLR UNTKD SLD T - PORT - 4FFW4T02,XLT,795570549386
795570641332,711-SS WOVENS,468,4ISW7048,SS CTTN ST CMP CLLR ABSTRCT FLRL - INK - 4ISW7048,S,795570641332
795570675832,750-DRESS BOTTOMS,73,4ISB7710,REG TECH SUIT PNT - ALLOY - 4ISB7710,34x34,795570675832
795570789065,820-SUIT SEPARATES,10,4IFB7701,SLIM LOUIS SUIT PNT - BLACK - 4IFB7701,34x30,795570789065
795570668056,760-DRESS SHIRTS,126,4ISW3000,LS DRESS LUX CTTN POPLIN EDV REG - BRIGHT WHITE - 4ISW3000,15.0x323,795570668056
94833170894,820-SUIT SEPARATES,294,4IFB7701,SLIM LOUIS SUIT PNT - ISLAND FOSSIL - 4IFB7701,38x32,94833170894
94833169072,820-SUIT SEPARATES,32,4IFJ7701,SLIM LOUIS SUIT JKT - FELT GREY - 4IFJ7701,L42x1RG,94833169072
889817656057,771-FOOTWEAR,20,PEAF458,COURT SPORT MID - GREY - PEAF458,10,889817656057
795570930085,711-SS WOVENS,114,4IFW4028,LS FLORAL TS - EGRET - 4IFW4028,XXL,795570930085
795570664102,820-SUIT SEPARATES,414,4ISJ4417,REG WASHABLE SUIT JACKET - DEEP NAVY - 4ISJ4417,XXX48x1RG,795570664102
889817655753,771-FOOTWEAR,126,PEAF239,TREAD - BRIGHT WHITE - PEAF239,11.5,889817655753
795570677232,750-DRESS BOTTOMS,10,4ISB4317,REG WASHABLE SUIT PANT - BLACK - 4ISB4317,36x32,795570677232
94833169799,820-SUIT SEPARATES,85,4JSJ7701,SLIM PEAK LPL LOUIS SUIT JKT - SHADOW - 4JSJ7701,XX46x1RG,94833169799
795570769241,730-POLOS,930,4HSK7169,SS LN/MDL STRP PLO - BITTERSWEET - 4HSK7169,L,795570769241
190697436562,760-DRESS SHIRTS,1,PE003011,SLIM SOLID TLX ITOCHU - BLACK - PE003011,17.5x367,190697436562
795570933567,711-SS WOVENS,411,4IFW7014,SS WAVY LINE SOFT SHRT - DARK BLUE - 4IFW7014,S,795570933567
886802014106,750-DRESS BOTTOMS,400,E0072P,NAVY & GREY PINSTRIPE SLIM FIT PANT - NAVY - E0072P,33x32,886802014106
795570675054,750-DRESS BOTTOMS,10,4ISB7710,REG TECH SUIT PNT - BLACK - 4ISB7710,32x34,795570675054
795570426175,820-SUIT SEPARATES,73,4HSJ7710,SLM W/R TECH SUIT JKT - ALLOY - 4HSJ7710,XX46x1RG,795570426175
795570930610,730-POLOS,347,4IFK7021,PRNT ON BI CLR PIQUE PLO - ROSIN - 4IFK7021,L,795570930610
795570661699,741-DENIM,470,4ISB536D,SKINNY DARK INDIGO ECO DENIM - DARK INDIGO - 4ISB536D,34x30,795570661699
795570790917,820-SUIT SEPARATES,649,4IFJ7701,SLIM LOUIS SUIT JKT - PORT - 4IFJ7701,XX46x2SH,795570790917
795570651546,711-SS WOVENS,10,4ISW7034,SS STR FLORAL JACQ - BLACK - 4ISW7034,XXL,795570651546
795570789751,820-SUIT SEPARATES,649,4IFB7701,SLIM LOUIS SUIT PNT - PORT - 4IFB7701,30x30,795570789751
795570928433,750-DRESS BOTTOMS,208,4IFB4308,SLM ST EOE WSHBL PNT - FUDGE - 4IFB4308,32x32,795570928433
889817750182,771-FOOTWEAR,200,PEJSN221,HARRISSON - BROWN - PEJSN221,12,889817750182
795570610581,820-SUIT SEPARATES,10,4HHB4310,SLM NEAT KNIT PANT - BLACK - 4HHB4310,29x30,795570610581
795570932164,750-DRESS BOTTOMS,347,4IFB4330,SLIM HTHRD KNIT SUIT PANT - ROSIN - 4IFB4330,36x32,795570932164
795570658569,741-DENIM,477,4ISB533D,SLIM LIGHT INDIGO ECO DENIM - LIGHT INDIGO - 4ISB533D,30x32,795570658569
795570514483,750-DRESS BOTTOMS,53,4GFB4302,SLM ST EOE WSHBL PNT - CHARCOAL - 4GFB4302,32x32,795570514483
795570789140,820-SUIT SEPARATES,10,4IFB7701,SLIM LOUIS SUIT PNT - BLACK - 4IFB7701,36x32,795570789140
795570928457,750-DRESS BOTTOMS,208,4IFB4308,SLM ST EOE WSHBL PNT - FUDGE - 4IFB4308,34x32,795570928457
795570663372,820-SUIT SEPARATES,643,4HSJ7710,SLM W/R TECH SUIT JKT - WINETASTING - 4HSJ7710,XL44x2SH,795570663372
795570612172,860-SWIM,544,4HRS7000,"""SOLID LOGO 7"""" SHORT - LILAC BREEZE - 4HRS7000""",L,795570612172
795570477993,820-SUIT SEPARATES,10,4HSB7710,SLM ST W/R TECH SUIT PNT  - BLACK - 4HSB7710,36x30,795570477993
795570790184,820-SUIT SEPARATES,10,4IFJ7701,SLIM LOUIS SUIT JKT - BLACK - 4IFJ7701,S38x2SH,795570790184
713610164887,910-WOVENS,100,CUDFC000,LINEN SHIRT DRESS W/ ROLL TAB SLV - WHITE - CUDFC000,S,713610164887
795570651423,710-LS WOVENS,10,4ISW7003,LS SNS GEO DOBBY UNTK - BLACK - 4ISW7003,XXL,795570651423
888987523671,770-ACCESSORIES,40,3P905037,EASTICK FLORAL - SILVER - 3P905037,NS,888987523671
795570983289,711-SS WOVENS,691,4IRW4010,SS SLM STR LINEN UNTK - SEPIA ROSE - 4IRW4010,XXL,795570983289
795570607772,733-COLLECTION,126,EHRK7000,SS ORGANIC JRSY T - BRIGHT WHITE - EHRK7000,S,795570607772
795570389791,740-CASUAL BOTTOMS,10,4FSB9362,SLM CHINO - BLACK - 4FSB9362,32x30,795570389791
795570512984,820-SUIT SEPARATES,10,4HFJ7702,SLIM TUX JACKET - BLACK - 4HFJ7702,XX46x1RG,795570512984
795570715330,730-POLOS,24,4ISK7135,SS 3 BTN PLO - LILAC GRAY - 4ISK7135,XXL,795570715330
717312083163,980-SUIT SEPARATES,408,CUBF5034,FF L/T/V DRESS PANT - DRESS BLUES - CUBF5034,30x30,717312083163
717312500783,910-WOVENS,460,C9HW0035,LS LINEN GUAYABERA - ENSIGN BLUE - C9HW0035,L,717312500783
795570599817,732-T-SHIRTS,978,4GSK7113,SS VRT RIB CRW - HIGH TIDE - 4GSK7113,XL,795570599817
795570930887,730-POLOS,649,4IFK7023,SS CNTRST DOTTED PLO - PORT - 4IFK7023,XXL,795570930887
795570940350,720-SWEATERS,631,4IFG7207,LS DMND CRW - MARSALA - 4IFG7207,S,795570940350
94833169164,820-SUIT SEPARATES,32,4IFJ7701,SLIM LOUIS SUIT JKT - FELT GREY - 4IFJ7701,XL44x2SH,94833169164
795570651232,742-SHORTS,429,4DSH7750,ST SLD TECH SHRT - COPEN BLUE - 4DSH7750,38,795570651232
94833171242,820-SUIT SEPARATES,484,4IFB7701,SLIM LOUIS SUIT PNT - ALLURE - 4IFB7701,34x30,94833171242
7453110820571,771-FOOTWEAR,10,MHA20948,LEATHER SANDALS - BLACK - MHA20948,12,7453110820571
795570509342,710-LS WOVENS,6,4HFW7038,LS SL SUEDE TWILL UNTUCK - PIRATE BLACK - 4HFW7038,L,795570509342
717312832778,910-WOVENS,408,CUWS9084,SS POLY TEXTURE OMBRE EMB - DRESS BLUES - CUWS9084,M,717312832778
94833167542,710-LS WOVENS,126,4JSW4000,LS SLM SLD HBD TS - BRIGHT WHITE - 4JSW4000,S,94833167542
795570387094,710-LS WOVENS,490,4HSW7071,LS R/S SEERSUCK BAND UNTCUK - HEATHER - 4HSW7071,S,795570387094
795570298017,733-COLLECTION,405,4GRK7120,SD TP JGR - DARK SAPPHIRE - 4GRK7120,XXL,795570298017
795570928976,820-SUIT SEPARATES,248,4IFJ4401,SLIM FINE GRID SUIT JACKET - ELMWOOD - 4IFJ4401,XL44x2SH,795570928976
795570523539,740-CASUAL BOTTOMS,10,4HSB7335,SKINNY CHINO - BLACK - 4HSB7335,36x32,795570523539
795570790207,820-SUIT SEPARATES,10,4IFJ7701,SLIM LOUIS SUIT JKT - BLACK - 4IFJ7701,L42x2SH,795570790207
889817491443,771-FOOTWEAR,126,PE14F626,VINCENT - BRIGHT WHITE - PE14F626,13,889817491443
795570789249,820-SUIT SEPARATES,71,4IFB7701,SLIM LOUIS SUIT PNT - MUSHROOM GREY - 4IFB7701,34x30,795570789249
795570935509,741-DENIM,137,4IFB534D,SLIM TPRD KHAKI ECO DENIM - MASON KHAKI - 4IFB534D,40x30,795570935509
821419200399,775-LOUNGEWEAR,18,PTLFA020,L/S  THERMAL HEATHER CREW NECK SHIRT - JET BLACK HEATHER - PTLFA020,S,821419200399
795570675993,820-SUIT SEPARATES,984,4FSB7709,SLM ST SLD DOT PTRN KNIT PNT - AZURE - 4FSB7709,40x32,795570675993
795570769524,730-POLOS,10,4HFK7175,SS EOE 3BT PLO REC - BLACK - 4HFK7175,M,795570769524
795570925685,820-SUIT SEPARATES,73,4IFJ7700,REG LOUIS SUIT JKT - ALLOY - 4IFJ7700,L42x2SH,795570925685
795570513233,820-SUIT SEPARATES,405,4HFJ7703,VERY SLIM TUX JACKET - DARK SAPPHIRE - 4HFJ7703,XXX48x2SH,795570513233
795570665314,820-SUIT SEPARATES,10,4ISJ7710,REG TECH SUIT JKT - BLACK - 4ISJ7710,XS36x1RG,795570665314
795570600360,732-T-SHIRTS,90,4HRK7111,SS OTTM TEXT CREW - DUSTY BLUE - 4HRK7111,XXL,795570600360
795570393385,733-COLLECTION,126,EHSK7000,SS JRSY TEE - BRIGHT WHITE - EHSK7000,M,795570393385
795570514278,820-SUIT SEPARATES,649,4GFJ4402,SLM ST EOE WSHBL JCKT - PORT - 4GFJ4402,M40x1RG,795570514278
94833103496,710-LS WOVENS,126,4HRW4015,LS R/S BAND LINEN - BRIGHT WHITE - 4HRW4015,S,94833103496
629075010693,770-ACCESSORIES,401,UMPE103,"FASHION, MICROFIBER, BOXER BRIEF - SODALITE BLUE - UMPE103",M,629075010693
795570934373,711-SS WOVENS,347,4IFW7070,SS FLORAL PRNT TS - ROSIN - 4IFW7070,S,795570934373
821419247622,770-ACCESSORIES,995,PTZSC046,5PK CREW 1X1 RIB  - 5 COLOR ASSORTMENT - PTZSC046,OS,821419247622
795570650105,730-POLOS,405,4ISK7135,SS 3 BTN PLO - DARK SAPPHIRE - 4ISK7135,XL,795570650105
795570224511,780-OUTERWEAR,10,4GFR7508,CLR BLCKD PUFFR VEST - BLACK - 4GFR7508,L,795570224511
795570935110,711-SS WOVENS,649,4IFW7063,S/S SLIM TS SOLID HBD NO PKT  - PORT - 4IFW7063,L,795570935110
795570982749,710-LS WOVENS,691,4HRW7030,LS R/S SLM STR LIN - SEPIA ROSE - 4HRW7030,XXL,795570982749
611318716127,750-DRESS BOTTOMS,50,5RSB0041,SLM MST PLY SLD EWB PNT - CHISELED STONE - 5RSB0041,36x34,611318716127
713610170055,960-SWIM,408,CUSSD045,"""7"""" PALM PRINT SWIM SHORT - DRESS BLUES - CUSSD045""",M,713610170055
795570645019,742-SHORTS,126,4ISH7835,COTTON TWILL PRINTED SHORTS - BRIGHT WHITE - 4ISH7835,40,795570645019
713610169561,940-PANTS,408,CUBSD052,L/V/E 5 POCKET PANT - DRESS BLUES - CUBSD052,32x34,713610169561
795570552836,733-COLLECTION,643,EHFB732D,5PKT GRMNT DYE DNM - WINETASTING - EHFB732D,30x32,795570552836
795570929348,750-DRESS BOTTOMS,405,4IFB4320,SLIM WINDOW PANE PLAID PANT - DARK SAPPHIRE - 4IFB4320,38x32,795570929348
795570602548,710-LS WOVENS,126,4HRW7018,LS SNS DOBBY TEXT - BRIGHT WHITE - 4HRW7018,S,795570602548
94833172317,740-CASUAL BOTTOMS,405,4HSB7335,SKINNY CHINO - DARK SAPPHIRE - 4HSB7335,34x32,94833172317
795570299427,742-SHORTS,405,4GRH7731,DRESS PONTE SHORT - DARK SAPPHIRE - 4GRH7731,L,795570299427
797082906558,740-CASUAL BOTTOMS,270,4DSB7752,STRPD DRWSTRNG LN PN - NATURAL LINEN - 4DSB7752,36x34,797082906558
795570668391,760-DRESS SHIRTS,490,4ISW3001,LS DRESS LUX CTTN POPLIN EDV SLIM - HEATHER - 4ISW3001,16.0x345,795570668391
799016626921,411-SS WOVENS,488,OCWF3006,SS OXFORD AOP RE-PETE - CLASSIC BLUE - OCWF3006,XXL,799016626921
795570612189,860-SWIM,544,4HRS7000,"""SOLID LOGO 7"""" SHORT - LILAC BREEZE - 4HRS7000""",XL,795570612189
795570599114,730-POLOS,570,4GSK7129,SS EOE 3BT PLO - LAVENDER FOG - 4GSK7129,S,795570599114
795570531770,740-CASUAL BOTTOMS,10,4FFB7T34,SLM ST KNT 5 PKT PNT - BLACK - 4FFB7T34,40x36,795570531770
713610532266,910-WOVENS,112,CUWFC021,L/C DOBBY CAMP COLLAR - BRILLIANT WHITE - CUWFC021,M,713610532266
795570661217,741-DENIM,101,4ISB534D,SLIM WHITE ECO DENIM - WHITE - 4ISB534D,30x30,795570661217
795570931136,732-T-SHIRTS,126,4IFK7058,PE SGNTRE TEE - BRIGHT WHITE - 4IFK7058,XXL,795570931136
713610450102,920-SWEATERS,496,CUKFD031,LS JACQUARD CREW NECK SWEATER - DELLA ROBIA BLUE - CUKFD031,M,713610450102
795570599824,732-T-SHIRTS,978,4GSK7113,SS VRT RIB CRW - HIGH TIDE - 4GSK7113,XXL,795570599824
758385890944,910-WOVENS,22,CEFW0076,SS R/V EMB GUAYABERA - JET BLACK - CEFW0076,M,758385890944
795570624458,740-CASUAL BOTTOMS,43,4FSB9362,SLM CHINO - AQUA GRAY - 4FSB9362,32x32,795570624458
713610601054,910-WOVENS,971,CUWS8060,SS T/C CAMP COLLAR GUAYABERA - TITAN - CUWS8060,S,713610601054
795570935431,741-DENIM,137,4IFB534D,SLIM TPRD KHAKI ECO DENIM - MASON KHAKI - 4IFB534D,29x30,795570935431
713610167260,960-SWIM,112,CUKFA048,SS T/C SLUB V-NECK  T-SHIRT - BRILLIANT WHITE - CUKFA048,XL,713610167260
889817491672,771-FOOTWEAR,230,PEF14028,BRYAN - COGNAC - PEF14028,7.5,889817491672
795570931563,750-DRESS BOTTOMS,10,4IFB4332,SLIM SOLID KNIT SUIT PANT - BLACK - 4IFB4332,40x30,795570931563
795570390025,740-CASUAL BOTTOMS,140,4FSB9362,SLM CHINO - STONE - 4FSB9362,34x32,795570390025
795570670912,760-DRESS SHIRTS,976,4ISW3000,LS DRESS LUX CTTN POPLIN EDV REG - COUNTRY AIR - 4ISW3000,16.5x367,795570670912
795570651621,711-SS WOVENS,408,4ISW7034,SS STR FLORAL JACQ - ESTATE BLUE - 4ISW7034,S,795570651621
795570160529,733-COLLECTION,126,4GFW2014,LS PIQUE STRETCH - BRIGHT WHITE - 4GFW2014,XXL,795570160529
886802012751,820-SUIT SEPARATES,410,E0071J,LIGHT NAVY PLAID SLIM FIT NOTCH LAPEL SU - NAVY - E0071J,XL44x1RG,886802012751
94833171457,742-SHORTS,294,4DSH7750,ST SLD TECH SHRT - ISLAND FOSSIL - 4DSH7750,40,94833171457
713610450133,920-SWEATERS,496,CUKFD031,LS JACQUARD CREW NECK SWEATER - DELLA ROBIA BLUE - CUKFD031,XXL,713610450133
795570928358,750-DRESS BOTTOMS,208,4IFB4308,SLM ST EOE WSHBL PNT - FUDGE - 4IFB4308,30x30,795570928358
795570551709,820-SUIT SEPARATES,649,4HFB7702,SLIM TUX PANT - PORT - 4HFB7702,33x30,795570551709
795570939828,720-SWEATERS,402,4EHG7706,LS TECH TRTL NCK - INDIA INK - 4EHG7706,L,795570939828
795570644074,730-POLOS,405,4ISK7143,SS PLCD PRINT PLO - DARK SAPPHIRE - 4ISK7143,L,795570644074
